school,school url,location,course name,price,skill,description
AcadGild,/schools/acadgild,Online,Hadoop Administration Training,600,Data Science  Hadoop,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Node.js Training,600,HTML  Node.js,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Frontend Web Development Fundamentals Training,600,JavaScript  HTML  jQuery  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,PMP Training,600,JavaScript  HTML  jQuery  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Front End Web Development Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Prince2 Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,DevOps Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,CEH Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Lean Six Sigma Green Belt Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Software Testing Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,ITIL Foundation Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Data Analytics Training,600,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Arduino for Children,499,JavaScript  HTML  CSS,Go from zero to job ready with our 12-week Web Development Career Path. Learn the latest skills from industry professionals and connect with employers through our Career Support program. This course includes full-time  expert instructors and mentors; trusted  tested and licensed education; proven career support and employer relationships; and employer-tested curriculum including lecture and flipped classroom formats.
AcadGild,/schools/acadgild,Online,Mobile Bundle,1 199,Java  Android  Node.js,Online bootcamp to learn Java  Android Development and Node JS.
AcadGild,/schools/acadgild,Online,Cloud Bundle,1 199,Hadoop,Online bootcamp to learn Linux Fundamentals  Big Data & Hadoop Adminstration and Cloud Computing
AcadGild,/schools/acadgild,Online,Python Programming for Children,499,Python,Specially designed courses for children aged 9-17 years
AcadGild,/schools/acadgild,Online,Cloud Computing Training,600,Python,Specially designed courses for children aged 9-17 years
AcadGild,/schools/acadgild,Online,Robotics for Children,499,Python,Specially designed courses for children aged 9-17 years
AcadGild,/schools/acadgild,Online,Digital Marketing Training,600,Digital Marketing  SEO  Growth Hacking,Specially designed courses for children aged 9-17 years
AcadGild,/schools/acadgild,Online,Machine Learning with R Training,600,Data Science  R,Specially designed courses for children aged 9-17 years
AcadGild,/schools/acadgild,Online,Frontend Bundle,1 199,Front End  HTML  CSS  Node.js,A complete set of course which includes Frontend Web Development Full Stack Web Development and Node JS
AcadGild,/schools/acadgild,Online,Data Science Bundle,1 199,Data Science  R  Hadoop,A complete set of course which includes Big Data and Hadoop Development Business Analytics with R and Machine Learning with R.
AcadGild,/schools/acadgild,Online,Android Programming for Children,499,Java  Android,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,MongoDB Training,600,MongoDB,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Core Java Training,600,Java,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Raspberry Pi for Childern,499,Python,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Business Analytics with R Training,600,R,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Unity 2D for Children,499,Game Development,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Advance J2ee Training,600,MySQL  Java  SQL  CSS,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Apache Spark Training,600,Python  Data Science  R  Spark,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Android Development Training,600,Git  Android,Specially designed courses for children aged 9-17 years.
AcadGild,/schools/acadgild,Online,Full Stack Web Development Training,600,JavaScript  HTML  Git  Rails  Ruby  CSS,Specially designed courses for children aged 9-17 years.
Flatiron School,/schools/flatiron-school,New York City,Web Development Immersive,600,JavaScript  HTML  Git  Rails  Ruby  CSS,Specially designed courses for children aged 9-17 years.
Flatiron School,/schools/flatiron-school,Online,Community-Powered Bootcamp,149,HTML  Rails  Sinatra  Ruby  CSS  React.js  Node.js,Learn to code online—but not alone. Join a thriving community of students on Flatiron School’s Online Campus. Move at your own pace through the same course of study used in our Web Developer Program: a proven curriculum that gets people jobs.
Flatiron School,/schools/flatiron-school,Online,Online Web Developer Program,1 000,JavaScript  HTML  Git  Rails  SQL  Sinatra  Ruby  CSS  React.js  Node.js,Learn online  at your own schedule  and get a job as a Web Developer – guaranteed. Lean on Flatiron School's expert instructor network for real-time and scheduled 1:1 support. Flatiron's Full Stack Web Development curriculum contains the same proven material they've taught and honed for years on their NYC campus—and then some. You'll learn to think  and build  like a software engineer through 600-800 hours of our lessons and test-driven labs  and develop your own portfolio-ready projects. To make sure you get the right help at the right time  Flatiron's instructional team works across timezones and specialties – from Flatiron grads with a fresh perspective on the student experience to veteran educators and technologists with industry wisdom to impart.
Ironhack,/schools/ironhack,Miami,UX/UI Design,1 000,JavaScript  HTML  Git  Rails  SQL  Sinatra  Ruby  CSS  React.js  Node.js,Learn online  at your own schedule  and get a job as a Web Developer – guaranteed. Lean on Flatiron School's expert instructor network for real-time and scheduled 1:1 support. Flatiron's Full Stack Web Development curriculum contains the same proven material they've taught and honed for years on their NYC campus—and then some. You'll learn to think  and build  like a software engineer through 600-800 hours of our lessons and test-driven labs  and develop your own portfolio-ready projects. To make sure you get the right help at the right time  Flatiron's instructional team works across timezones and specialties – from Flatiron grads with a fresh perspective on the student experience to veteran educators and technologists with industry wisdom to impart.
Ironhack,/schools/ironhack,Miami,Web Development Part-Time,1 000,JavaScript  HTML  Git  Rails  SQL  Sinatra  Ruby  CSS  React.js  Node.js,Learn online  at your own schedule  and get a job as a Web Developer – guaranteed. Lean on Flatiron School's expert instructor network for real-time and scheduled 1:1 support. Flatiron's Full Stack Web Development curriculum contains the same proven material they've taught and honed for years on their NYC campus—and then some. You'll learn to think  and build  like a software engineer through 600-800 hours of our lessons and test-driven labs  and develop your own portfolio-ready projects. To make sure you get the right help at the right time  Flatiron's instructional team works across timezones and specialties – from Flatiron grads with a fresh perspective on the student experience to veteran educators and technologists with industry wisdom to impart.
Ironhack,/schools/ironhack,Miami,Web Development Bootcamp (Full-time),1 000,JavaScript  HTML  Git  Rails  SQL  Sinatra  Ruby  CSS  React.js  Node.js,Learn online  at your own schedule  and get a job as a Web Developer – guaranteed. Lean on Flatiron School's expert instructor network for real-time and scheduled 1:1 support. Flatiron's Full Stack Web Development curriculum contains the same proven material they've taught and honed for years on their NYC campus—and then some. You'll learn to think  and build  like a software engineer through 600-800 hours of our lessons and test-driven labs  and develop your own portfolio-ready projects. To make sure you get the right help at the right time  Flatiron's instructional team works across timezones and specialties – from Flatiron grads with a fresh perspective on the student experience to veteran educators and technologists with industry wisdom to impart.
Dev Bootcamp,/schools/dev-bootcamp,San Francisco,Web Development,13 950,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Students learn basic front-end  Ruby  database concepts  pairing  and learning strategies on their own  before the course begins. The next three phases cover Ruby  Rails  Database  Active Record  MVC  HTML  CSS  and JavaScript. Additionally  Dev Bootcamp emphasizes three main pillars of learning: True Technical Knowledge  Self-Awareness  and Empathy. Dev Bootcamp has implemented rolling start dates  so if a student is falling behind  they have the option of joining a later class to cover concepts in greater depth. In the birthplace of Dev Bootcamp  San Francisco  students are automatically plugged in to the tech community.
Dev Bootcamp,/schools/dev-bootcamp,Chicago,Web Development,12 700,JavaScript  HTML  Rails  SQL  Sinatra  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Students learn basic front-end  Ruby  database concepts  pairing  and learning strategies on their own  before the course begins. The next three phases cover Ruby  Rails  Database  Active Record  MVC  HTML  CSS  and JavaScript. Additionally  Dev Bootcamp emphasizes three main pillars of learning: True Technical Knowledge  Self-Awareness  and Empathy. Dev Bootcamp has implemented rolling start dates  so if a student is falling behind  they have the option of joining a later class to cover concepts in greater depth.
Dev Bootcamp,/schools/dev-bootcamp,San Diego,Web Development,12 700,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Phase 0 is a 9 week intensive  structured remote program that includes weekly challenges  guided pairing sessions  and feedback from instructors. It requires about 25 hours a week to complete. The full time  immersive  on-site portion is divided into three  three-week phases: Phase 1  Phase 2  and Phase 3. Core program hours are daily from 9 to 6  with evening and weekend assignments  challenges  and enrichment activities.
Dev Bootcamp,/schools/dev-bootcamp,Austin,Web Development,12 700,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Phase 0 is a 9 week intensive  structured remote program that includes weekly challenges  guided pairing sessions  and feedback from instructors. It requires about 25 hours a week to complete. The full time  immersive  on-site portion is divided into three  three-week phases: Phase 1  Phase 2  and Phase 3. Core program hours are daily from 9 to 6  with evening and weekend assignments  challenges  and enrichment activities.
Dev Bootcamp,/schools/dev-bootcamp,Seattle,Web Development,12 700,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Phase 0 is a 9 week intensive  structured remote program that includes weekly challenges  guided pairing sessions  and feedback from instructors. It requires about 25 hours a week to complete. The full time  immersive  on-site portion is divided into three  three-week phases: Phase 1  Phase 2  and Phase 3. Core program hours are daily from 9 to 6  with evening and weekend assignments  challenges  and enrichment activities.
Dev Bootcamp,/schools/dev-bootcamp,New York City,Web Development,13 950,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Students learn basic front-end  Ruby  database concepts  pairing  and learning strategies on their own  before the course begins. The next three phases cover Ruby  Rails  Database  Active Record  MVC  HTML  CSS  and JavaScript. Additionally  Dev Bootcamp emphasizes three main pillars of learning: True Technical Knowledge  Self-Awareness  and Empathy. Dev Bootcamp has implemented rolling start dates  so if a student is falling behind  they have the option of joining a later class to cover concepts in greater depth.
Wyncode,/schools/wyncode,Miami,Part-time Web Development,13 950,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Students learn basic front-end  Ruby  database concepts  pairing  and learning strategies on their own  before the course begins. The next three phases cover Ruby  Rails  Database  Active Record  MVC  HTML  CSS  and JavaScript. Additionally  Dev Bootcamp emphasizes three main pillars of learning: True Technical Knowledge  Self-Awareness  and Empathy. Dev Bootcamp has implemented rolling start dates  so if a student is falling behind  they have the option of joining a later class to cover concepts in greater depth.
Wyncode,/schools/wyncode,Miami,Full-time Web Development,13 950,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Students learn basic front-end  Ruby  database concepts  pairing  and learning strategies on their own  before the course begins. The next three phases cover Ruby  Rails  Database  Active Record  MVC  HTML  CSS  and JavaScript. Additionally  Dev Bootcamp emphasizes three main pillars of learning: True Technical Knowledge  Self-Awareness  and Empathy. Dev Bootcamp has implemented rolling start dates  so if a student is falling behind  they have the option of joining a later class to cover concepts in greater depth.
Coding Dojo,/schools/coding-dojo,Seattle,Intro to Code Workshop,13 950,JavaScript  HTML  Rails  SQL  Ruby  CSS,The Dev Bootcamp Web Development course is split into four phases. Students learn basic front-end  Ruby  database concepts  pairing  and learning strategies on their own  before the course begins. The next three phases cover Ruby  Rails  Database  Active Record  MVC  HTML  CSS  and JavaScript. Additionally  Dev Bootcamp emphasizes three main pillars of learning: True Technical Knowledge  Self-Awareness  and Empathy. Dev Bootcamp has implemented rolling start dates  so if a student is falling behind  they have the option of joining a later class to cover concepts in greater depth.
Coding Dojo,/schools/coding-dojo,Seattle,Onsite Bootcamp,13 495,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Seattle,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Online,Online Bootcamp,6 000,Swift  MySQL  AngularJS  Python  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,The online curriculum is hands-on  in-depth and perfectly designed to accommodate our remote students. Within 20 weeks  you will learn 2 full stacks of web software development: the Python Stack and either the Swift/iOS stack  the MEAN stack  the Ruby on Rails stack  the LAMP stack or the .NET Core stack – depending on your personal preference.
Coding Dojo,/schools/coding-dojo,Los Angeles,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Los Angeles,Intro to Code Workshop,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Los Angeles,Onsite Bootcamp,11 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Dallas,Onsite Bootcamp,9 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Dallas,Intro to Code Workshop,9 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Dallas,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Silicon Valley,Intro to Code Workshop,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Silicon Valley,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Silicon Valley,Onsite Bootcamp,13 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Chicago,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Chicago,Intro to Code Workshop,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Chicago,Onsite Bootcamp,11 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Washington,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Washington,Intro to Code Workshop,5 000,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
Coding Dojo,/schools/coding-dojo,Washington,Onsite Bootcamp,12 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Orange County,Intro to Code Workshop,12 995,Swift  MySQL  AngularJS  Python  Front End  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Expect to dive right in! You'll spend at least 50-70 hours a week coding with dedicated peers and expert mentors at your side to guide you. With every full stack that is tackled in our curriculum – LAMP  Python  MEAN  Swift/iOS  Ruby on Rails and .NET Core  – the fundamental concepts you learn and continue to master will be applied to several projects of your choosing. Be prepared for the most extensive curriculum in the industry  where in 14 weeks you will learn 3 full stacks of web development.
Coding Dojo,/schools/coding-dojo,Orange County,Dev Accelerator - LAMP  Python  Ruby on Rails  MEAN  iOS  .NET Core,5 000,Swift  MySQL  AngularJS  Python  Data Science  JavaScript  iOS  .NET  MongoDB  HTML  Git  PHP  C#  ASP.NET  Rails  Django  SQL  Sinatra  Xcode  jQuery  Objective-C  Ruby  Mobile  CSS  Express.js  React.js  Node.js,Our Dev Accelerator program is designed for experienced developers who want to master an entire technology stack quickly and efficiently. With completely original content and advanced teaching methodologies  we’re able to provide a comprehensive hands-on experience in just 4 weeks. Dive straight in by learning the practical concepts and core fundamentals of your chosen stack. We build upon each concept in a project-focused format to develop real-world skills.
